title,author,binding,raw_price,original_price,discount_pct,in_stock,category,product_url
Bluey: The Doctor,Bluey,Board Books,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9780241722152/bluey-the-doctor?path=1_14
Peekaboo Dinosaur,"Reid, Camilla (Editorial Director)",Board Books,"Rp 180,000",,,1,Children's Books,http://www.periplus.com/p/9781839942655/peekaboo-dinosaur?path=1_14
Bluey: Where’s Bluey and Bingo?,Bluey,Paperback,"Rp 205,000",,,1,Children's Books,http://www.periplus.com/p/9780241728802/bluey-where-s-bluey-and-bingo?path=1_14
"Let's Go Home, Baby Shark",-,Board Books,"Rp 180,000",,,1,Children's Books,http://www.periplus.com/p/9781839948404/let-s-go-home-baby-shark?path=1_14
Noisy Animal World,"Cox, Hettie (Junior Editor - Cat Bespoke",Board Books,"Rp 308,000",,,1,Children's Books,http://www.periplus.com/p/9781838918590/noisy-animal-world?path=1_14
Nothing Like the Movies,"Painter, Lynn",Paperback,"Rp 195,000","Rp 215,000",-9%,1,Children's Books,http://www.periplus.com/p/9781398536425/nothing-like-the-movies?path=1_14
Diary of a Wimpy Kid: Hot Mess (Book 19),"Kinney, Jeff",Paperback,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9780241583180/diary-of-a-wimpy-kid-hot-mess-book-19?path=1_14
Fearless,"Roberts, Lauren",Paperback,"Rp 218,000",,,1,Children's Books,http://www.periplus.com/p/9781398551923/fearless?path=1_14
Kaleidoscope Col Kawaii Kingdom,Hinkler Books,Paperback,"Rp 225,000",,,1,Children's Books,http://www.periplus.com/p/9781488951213/kaleidoscope-col-kawaii-kingdom?path=1_14
Magnetic Dinosaur Island,"Graham, Oakley",Hardcover,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9781787009370/magnetic-dinosaur-island?path=1_14
Bluey: The Sign: A Graphic Novel,Penguin Young Readers Licenses,Hardcover,"Rp 285,000",,,1,Children's Books,http://www.periplus.com/p/9798217143351/bluey-the-sign-a-graphic-novel?path=1_14
Britannica All New Children’s Encyclopedia – Updated...,Britannica Group,Hardcover,"Rp 686,000",,,1,Children's Books,http://www.periplus.com/p/9781804661499/britannica-all-new-children-s-encyclopedia-updated-edition?path=1_14
Wonder,"Palacio, R. J.",Paperback,"Rp 155,000","Rp 165,000",-6%,1,Children's Books,http://www.periplus.com/p/9780552565974/wonder?path=1_14
How to Train Your Dragon,"Cowell, Cressida",Paperback,"Rp 185,000",,,1,Children's Books,http://www.periplus.com/p/9780316587112/how-to-train-your-dragon?path=1_14
Pokemon: 1001 Stickers,Pokemon,Paperback,"Rp 330,000",,,1,Children's Books,http://www.periplus.com/p/9780008552718/pokemon-1001-stickers?path=1_14
Dork Diaries: Drama Queen,"Russell, Rachel Renee",Paperback,"Rp 208,000",,,1,Children's Books,http://www.periplus.com/p/9781398527638/dork-diaries-drama-queen?path=1_14
555 Sticker Fun - Cats & Dogs Activity Book,"Graham, Oakley",Paperback,"Rp 115,000",,,1,Children's Books,http://www.periplus.com/p/9781801059275/555-sticker-fun-cats-and-dogs-activity-book?path=1_14
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,"Rp 318,000",,,1,Children's Books,http://www.periplus.com/p/9780063203877/warriors-graphic-novel-the-prophecies-begin-part-one-of-three?path=1_14
Rowley Jefferson's Awesome Friendly Spooky Stories...,"Kinney, Jeff",Hardcover,"Rp 360,000",,,1,Children's Books,http://www.periplus.com/p/9781419786020/rowley-jefferson-s-awesome-friendly-spooky-stories-deluxe-collector-s-edition-from-the-creator-of-diary-of-a-wimpy-kid?path=1_14
"Let's Go Home, Baby Tiger",-,Board Books,"Rp 168,000",,,1,Children's Books,http://www.periplus.com/p/9781839947261/let-s-go-home-baby-tiger?path=1_14
The Wild Robot : A deluxe special edition of the beloved...,"Brown, Peter",Paperback,"Rp 180,000",,,1,Children's Books,http://www.periplus.com/p/9781835874202/the-wild-robot-a-deluxe-special-edition-of-the-beloved-new-york-times-bestseller?path=1_14
Little Explorers: Let's Go! Airport,"Ltd., Dynamo",Board Books,"Rp 248,000",,,1,Children's Books,http://www.periplus.com/p/9781800784970/little-explorers-let-s-go-airport?path=1_14
The Amazing Generation :,"Price, Catherine",Paperback,"Rp 245,000",,,1,Children's Books,http://www.periplus.com/p/9780241806586/the-amazing-generation?path=1_14
Numberblocks Number Explorer: A Big Board Book,Sweet Cherry Publishing,Board Books,"Rp 345,000",,,1,Children's Books,http://www.periplus.com/p/9781802632545/numberblocks-number-explorer-a-big-board-book?path=1_14
Cozy World Comfy Pet Cafe: Easy Colouring and Sticker...,"Ren, Kiku",Paperback,"Rp 168,000",,,1,Children's Books,http://www.periplus.com/p/9781836161615/cozy-world-comfy-pet-cafe-easy-colouring-and-sticker-scene-for-teens-young-adults-and-adults?path=1_14
Spider-Man: Fake Red,"Osawa, Yusuke",Paperback,"Rp 298,000",,,1,Children's Books,http://www.periplus.com/p/9781974738786/spider-man-fake-red?path=1_14
Howl's Moving Castle 40th Anniversary Deluxe Edition...,"Jones, Diana Wynne",Hardcover,"Rp 398,000",,,1,Children's Books,http://www.periplus.com/p/9780008789473/howl-s-moving-castle-40th-anniversary-deluxe-edition?path=1_14
Will You Be My Friend?,"McBratney, Sam",Board Books,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9781529514988/will-you-be-my-friend?path=1_14
Bunny vs Monkey: The Whopping World of Puzzles (a ...,"Smart, Jamie",Paperback,"Rp 149,000","Rp 187,000",-20%,1,Children's Books,http://www.periplus.com/p/9781788453509/bunny-vs-monkey-the-whopping-world-of-puzzles-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14
From the World of Percy Jackson: The Court of the ...,"Oshiro, Mark",Paperback,"Rp 320,000",,,1,Children's Books,http://www.periplus.com/p/9780241731413/from-the-world-of-percy-jackson-the-court-of-the-dead-the-nico-di-angelo-adventures?path=1_14
Hot Wheels: Sticker Book,Hot Wheels,Paperback,"Rp 195,000",,,1,Children's Books,http://www.periplus.com/p/9780241738269/hot-wheels-sticker-book?path=1_14
The New Famous Five: Five and the Smuggler's Code : ...,"Smith, Chris",Paperback,"Rp 198,000",,,1,Children's Books,http://www.periplus.com/p/9781444978759/the-new-famous-five-five-and-the-smuggler-s-code-book-2?path=1_14
Dork Diaries 3.5 How to Dork Your Diary,"Russell, Rachel Renee",Paperback,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9781398543881/dork-diaries-3-5-how-to-dork-your-diary?path=1_14
Bunny vs Monkey: The Great Big Glitch (a Phoenix Comic...,"Smart, Jamie",Hardcover,"Rp 345,000",,,1,Children's Books,http://www.periplus.com/p/9781788453080/bunny-vs-monkey-the-great-big-glitch-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_14
Magical Unicorns Colouring,Igloo Books Ltd,Paperback,"Rp 225,000",,,1,Children's Books,http://www.periplus.com/p/9781836500131/magical-unicorns-colouring?path=1_14
Fearless,"Roberts, Lauren",Hardcover,"Rp 215,000","Rp 360,000",-40%,1,Children's Books,http://www.periplus.com/p/9781398531277/fearless?path=1_14
Get Ready for School! (Ms. Rachel/Sesame Street),MS Rachel,Board Books,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9798217118045/get-ready-for-school-ms-rachel-sesame-street?path=1_14
Pop-Up Peekaboo! Gabby's Dollhouse,DK,Board Books,"Rp 220,000",,,1,Children's Books,http://www.periplus.com/p/9780241766835/pop-up-peekaboo-gabby-s-dollhouse?path=1_14
Diary of a Wimpy Kid: Cabin Fever (Book 6),"Kinney, Jeff",Paperback,"Rp 180,000",,,1,Children's Books,http://www.periplus.com/p/9780241688229/diary-of-a-wimpy-kid-cabin-fever-book-6?path=1_14
Ready Set Squish!,"Cox, Alexander",Board Books,"Rp 208,000",,,1,Children's Books,http://www.periplus.com/p/9781805442165/ready-set-squish?path=1_14
Dork Diaries: Sister Showdown,"Russell, Rachel Renee",Paperback,"Rp 178,000",,,1,Children's Books,http://www.periplus.com/p/9781398541269/dork-diaries-sister-showdown?path=1_14
5 Facts a Day Science,DK,Hardcover,"Rp 445,000",,,1,Children's Books,http://www.periplus.com/p/9780241683187/5-facts-a-day-science?path=1_14
Noisy Farm,LITTLE TIGER PRESS,Board Books,"Rp 295,000",,,1,Children's Books,http://www.periplus.com/p/9781848956995/noisy-farm?path=1_14
GOAT: The Official Novelization,-,Paperback,"Rp 220,000",,,1,Children's Books,http://www.periplus.com/p/9780241822968/goat-the-official-novelization?path=1_14
How the King of Elfhame Learned to Hate Stories (The...,"Black, Holly",Paperback,"Rp 245,000",,,1,Children's Books,http://www.periplus.com/p/9781471421006/how-the-king-of-elfhame-learned-to-hate-stories-the-folk-of-the-air-series?path=1_14
Children's Encyclopedia of the Solar System,"Martin, Claudia",Hardcover,"Rp 250,000",,,1,Children's Books,http://www.periplus.com/p/9781398823303/children-s-encyclopedia-of-the-solar-system?path=1_14
The Hunger Games Deluxe :,"Collins, Suzanne",Paperback,"Rp 325,000",,,1,Children's Books,http://www.periplus.com/p/9780702342387/the-hunger-games-deluxe?path=1_14
Nickelodeon PAW Patrol: PAWsome Vehicles Sound Book...,PI Kids,Board Books,"Rp 258,000",,,1,Children's Books,http://www.periplus.com/p/9798384602712/nickelodeon-paw-patrol-pawsome-vehicles-sound-book?path=1_14
Peppa Pig: Where’s Peppa? Magical Adventures: A ...,Peppa Pig,Paperback,"Rp 185,000",,,1,Children's Books,http://www.periplus.com/p/9780241721940/peppa-pig-where-s-peppa-magical-adventures-a-search-and-find-book?path=1_14
Ms Rachel: Hide and Seek with Herbie,"Aron, Mr",Board Books,"Rp 184,000",,,1,Children's Books,http://www.periplus.com/p/9780241766897/ms-rachel-hide-and-seek-with-herbie?path=1_14
Lovelies,"Kikor, Tessa   Aaij, Studio",Paperback,"Rp 95,000",,,1,Children's Books,http://www.periplus.com/p/9781835555323/lovelies?path=1_14
"Warriors Graphic Novel: The Prophecies Begin, Part...","Hunter, Erin",Paperback,"Rp 318,000",,,1,Children's Books,http://www.periplus.com/p/9780063203907/warriors-graphic-novel-the-prophecies-begin-part-two-of-three?path=1_14
Two Twisted Crowns,"Gillig, Rachel",Paperback,"Rp 258,000",,,1,Children's Books,http://www.periplus.com/p/9780356519500/two-twisted-crowns?path=1_14
Apple Sound Book Fsc Mix Bluey,Pi Kids,Hardcover,"Rp 315,000",,,1,Children's Books,http://www.periplus.com/p/9798384600398/apple-sound-book-fsc-mix-bluey?path=1_14
Unicorn Academy: Meet the Unicorn Riders: Sticker ...,"Academy, Unicorn",Paperback,"Rp 135,000",,,1,Children's Books,http://www.periplus.com/p/9781805135685/unicorn-academy-meet-the-unicorn-riders-sticker-activity-book?path=1_14
Thomas All Engines Go Read & Doodle,Phidal Publishing Inc.,Paperback,"Rp 265,000",,,1,Children's Books,http://www.periplus.com/p/9782764356739/thomas-all-engines-go-read-and-doodle?path=1_14
Jr Kaleidoscope Colouring Kit Sweet Treats,Hinkler Books,Paperback,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9781488964305/jr-kaleidoscope-colouring-kit-sweet-treats?path=1_14
Bluey: Taxi,Bluey,Paperback,"Rp 160,000",,,1,Children's Books,http://www.periplus.com/p/9780241728659/bluey-taxi?path=1_14
Pets Sound Book,"Taplin, Sam",Board Books,"Rp 345,000",,,1,Children's Books,http://www.periplus.com/p/9781474994699/pets-sound-book?path=1_14
The World's Worst Superheroes,"Walliams, David",Paperback,"Rp 295,000",,,1,Children's Books,http://www.periplus.com/p/9780008604141/the-world-s-worst-superheroes?path=1_14
Dork Diaries: Frenemies Forever,"Russell, Rachel Renee",Paperback,"Rp 171,000","Rp 214,000",-20%,1,Children's Books,http://www.periplus.com/p/9781398527652/dork-diaries-frenemies-forever?path=1_14
Eyewonder Dinosaurs,DK,Hardcover,"Rp 215,000",,,1,Children's Books,http://www.periplus.com/p/9780241732267/eyewonder-dinosaurs?path=1_14
Cozy World Comfy Kitchen: Easy Colouring and Sticker...,"Ren, Kiku",Paperback,"Rp 168,000",,,1,Children's Books,http://www.periplus.com/p/9781836161608/cozy-world-comfy-kitchen-easy-colouring-and-sticker-scene-for-teens-young-adults-and-adults?path=1_14
Diary of a Wimpy Kid (Book 1),"Kinney, Jeff",Hardcover,"Rp 378,000",,,1,Children's Books,http://www.periplus.com/p/9780241777473/diary-of-a-wimpy-kid-book-1?path=1_14
Where's Stitch?,Walt Disney,Paperback,"Rp 180,000",,,1,Children's Books,http://www.periplus.com/p/9781835870266/where-s-stitch?path=1_14
Peppa Pig: Peppa’s Dinosaur Adventure: Magnet Book...,Peppa Pig,Hardcover,"Rp 230,000",,,1,Children's Books,http://www.periplus.com/p/9780241723425/peppa-pig-peppa-s-dinosaur-adventure-magnet-book?path=1_14
Bluey: Super Stickers,Bluey,Paperback,"Rp 225,000",,,1,Children's Books,http://www.periplus.com/p/9780241605141/bluey-super-stickers?path=1_14
Peekaboo: Zoo: (An Interactive Board Book for Babies...,-,Board Books,"Rp 175,000",,,1,Children's Books,http://www.periplus.com/p/9781536241433/peekaboo-zoo-an-interactive-board-book-for-babies-and-toddlers-with-mirror-and-sliders-to-push-pull-or-turn-cute-zoo-animal-artwork-includes-a-rhino?path=1_14
Unicorn Academy: Colouring Book,"Academy, Unicorn",Paperback,"Rp 135,000",,,1,Children's Books,http://www.periplus.com/p/9781805135692/unicorn-academy-colouring-book?path=1_14
Cozy Friends: Coloring Book for Adults and Kids,Coco Wyo,Paperback,"Rp 195,000",,,1,Children's Books,http://www.periplus.com/p/9798217232772/cozy-friends-coloring-book-for-adults-and-kids?path=1_14
Match Annual 2026,Match,Hardcover,"Rp 248,000",,,1,Children's Books,http://www.periplus.com/p/9781035041107/match-annual-2026?path=1_14
Dork Diaries Full-Colour Edition,"Russell, Rachel Renee",Hardcover,"Rp 289,000",,,1,Children's Books,http://www.periplus.com/p/9781398557840/dork-diaries-full-colour-edition?path=1_14
Learn with Peppa: People Who Help Us Sticker activity...,Peppa Pig,Paperback,"Rp 113,000",,,1,Children's Books,http://www.periplus.com/p/9780241717615/learn-with-peppa-people-who-help-us-sticker-activity-book?path=1_14
I Hope This Doesn't Find You,"Liang, Ann",Paperback,"Rp 235,000",,,1,Children's Books,http://www.periplus.com/p/9780702324321/i-hope-this-doesn-t-find-you?path=1_14
We Fell Apart,"Lockhart, E.",Paperback,"Rp 104,300","Rp 198,000",-47%,1,Children's Books,http://www.periplus.com/p/9781471419683/we-fell-apart?path=1_14
This Woven Kingdom,"Mafi, Tahereh",Paperback,"Rp 316,000","Rp 410,000",-23%,1,Children's Books,http://www.periplus.com/p/9780062972453/this-woven-kingdom?path=1_14
Hermione Granger,"Rowling, J.K.",Hardcover,"Rp 198,000",,,1,Children's Books,http://www.periplus.com/p/9781526674029/hermione-granger?path=1_14
Little Music Note 6-Button Plus Gabby's Dollhouse,Pi Kids,Board Books,"Rp 267,000",,,1,Children's Books,http://www.periplus.com/p/9781503774681/little-music-note-6-button-plus-gabby-s-dollhouse?path=1_14
Cuties,"Berg, Caro Van Den",Paperback,"Rp 80,750","Rp 95,000",-15%,1,Children's Books,http://www.periplus.com/p/9781835555316/cuties?path=1_14
Sticker Search: Airport,"Channing, Margot",Paperback,"Rp 128,000",,,1,Children's Books,http://www.periplus.com/p/9781835872178/sticker-search-airport?path=1_14
Peppa Pig: Peppa's Playgroup Friends Jigsaw Book,Peppa Pig,Board Books,"Rp 181,000",,,1,Children's Books,http://www.periplus.com/p/9780241759240/peppa-pig-peppa-s-playgroup-friends-jigsaw-book?path=1_14
"Good Night, Miffy","Bruna, Dick",Board Books,"Rp 171,000",,,1,Children's Books,http://www.periplus.com/p/9798890192332/good-night-miffy?path=1_14
Percy Jackson and the Olympians: Wrath of the Triple...,Rick Riordan,Paperback,"Rp 260,000",,,1,Children's Books,http://www.periplus.com/p/9781368113946/percy-jackson-and-the-olympians-wrath-of-the-triple-goddess-international-edition?path=1_14
AI for Small Business: From Marketing and Sales to...,"Pallen, Phil",Paperback,"Rp 336,000",,,1,Computer & IT,http://www.periplus.com/p/9781507222911/ai-for-small-business-from-marketing-and-sales-to-hr-and-operations-how-to-employ-the-power-of-artificial-intelligence-for-small-business-success?path=1_15
Agentic Artificial Intelligence,Bornet Pascal,Paperback,"Rp 450,000",,,1,Computer & IT,http://www.periplus.com/p/9789819816224/agentic-artificial-intelligence?path=1_15
The Amazing Generation :,"Price, Catherine",Paperback,"Rp 245,000",,,1,Computer & IT,http://www.periplus.com/p/9780241806586/the-amazing-generation?path=1_15
Rosalina's Storybook,-,Hardcover,"Rp 498,000",,,1,Computer & IT,http://www.periplus.com/p/9781506754901/rosalina-s-storybook?path=1_15
"The Year in Tech, 2026: The Insights You Need from...","Review, Harvard Business",Paperback,"Rp 425,000",,,1,Computer & IT,http://www.periplus.com/p/9798892791977/the-year-in-tech-2026-the-insights-you-need-from-harvard-business-review?path=1_15
The Complete Guide to Drawing Manga & Anime: A Comprehensive...,"Date, Naoto",Paperback,"Rp 328,000",,,1,Computer & IT,http://www.periplus.com/p/9784805317662/the-complete-guide-to-drawing-manga-and-anime-a-comprehensive-13-week-art-course-with-65-clear-and-easy-daily-lessons?path=1_15
All New Official Minecraft Combat Handbook,Mojang AB,Hardcover,"Rp 225,000",,,1,Computer & IT,http://www.periplus.com/p/9780755500420/all-new-official-minecraft-combat-handbook?path=1_15
"AI Snake Oil: What Artificial Intelligence Can Do, ...","Narayanan, Arvind",Paperback,"Rp 368,000",,,1,Computer & IT,http://www.periplus.com/p/9780691249148/ai-snake-oil-what-artificial-intelligence-can-do-what-it-can-t-and-how-to-tell-the-difference?path=1_15
Simply AI,0,Hardcover,"Rp 325,000",,,1,Computer & IT,http://www.periplus.com/p/9780241694176/simply-ai?path=1_15
ChatGPT for Dummies,"Baker, Pam",Paperback,"Rp 398,000",,,1,Computer & IT,http://www.periplus.com/p/9781394314454/chatgpt-for-dummies?path=1_15
Misc,Delayed Gratification,Hardcover,"Rp 55,300","Rp 290,000",-81%,1,Computer & IT,http://www.periplus.com/p/9781526675231/misc?path=1_15
Generative Ai: The Insights You Need from Harvard ...,"Review, Harvard Business",Paperback,"Rp 428,000",,,1,Computer & IT,http://www.periplus.com/p/9781647826390/generative-ai-the-insights-you-need-from-harvard-business-review?path=1_15
How to Interpret Data: Using Data to Improve Your ...,"Kelly, Nicholas",Paperback,"Rp 275,000",,,1,Computer & IT,http://www.periplus.com/p/9781398619746/how-to-interpret-data-using-data-to-improve-your-influence-and-decision-making?path=1_15
The Manga Artist's Guide to Digital Color & Lighting...,"Date, Naoto",Paperback,"Rp 214,000","Rp 318,000",-33%,1,Computer & IT,http://www.periplus.com/p/9784805318881/the-manga-artist-s-guide-to-digital-color-and-lighting-learn-to-use-light-color-and-shadows-to-achieve-professional-results?path=1_15
All New Official Minecraft Creative Handbook,Mojang AB,Hardcover,"Rp 225,000",,,1,Computer & IT,http://www.periplus.com/p/9780755500413/all-new-official-minecraft-creative-handbook?path=1_15
The Nvidia Way: Jensen Huang and the Making of a Tech...,"Kim, Tae",Hardcover,"Rp 401,000","Rp 598,000",-33%,1,Computer & IT,http://www.periplus.com/p/9781324086710/the-nvidia-way-jensen-huang-and-the-making-of-a-tech-giant?path=1_15
Enshittification: Why Everything Suddenly Got Worse...,"Doctorow, Cory",Hardcover,"Rp 369,000","Rp 550,000",-33%,1,Computer & IT,http://www.periplus.com/p/9780374619329/enshittification-why-everything-suddenly-got-worse-and-what-to-do-about-it?path=1_15
"The ChatGPT Revolution: Get Curious, Get Productive...","McGeorge, Donna",Paperback,"Rp 398,000",,,1,Computer & IT,http://www.periplus.com/p/9781394283125/the-chatgpt-revolution-get-curious-get-productive-and-get-creative-with-ai?path=1_15
Dr. Bot: Why Doctors Can Fail Us--And How AI Could...,"Blease, Charlotte",Hardcover,"Rp 315,000","Rp 469,000",-33%,1,Computer & IT,http://www.periplus.com/p/9780300247145/dr-bot-why-doctors-can-fail-us-and-how-ai-could-save-lives?path=1_15
The History of the Internet in Byte-Sized Chunks,"Stokel-Walker, Chris",Paperback,"Rp 192,000",,,0,Computer & IT,http://www.periplus.com/p/9781789295948/the-history-of-the-internet-in-byte-sized-chunks?path=1_15
"How to Draw Sci-Fi Fantasy Mecha: Spaceships, Airplanes...","Somemori, Kenichi",Paperback,"Rp 214,000","Rp 318,000",-33%,1,Computer & IT,http://www.periplus.com/p/9784805319468/how-to-draw-sci-fi-fantasy-mecha-spaceships-airplanes-cars-submarines-and-more?path=1_15
LOGO Beginnings. LOGO Modernism. 45th Ed.,"Müller, Jens",Hardcover,"Rp 751,000",,,1,Computer & IT,http://www.periplus.com/p/9783754401378/logo-beginnings-logo-modernism-45th-ed?path=1_15
"The Coming Wave: Technology, Power, and the Twenty...","Suleyman, Mustafa",Hardcover,"Rp 557,000","Rp 697,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780593593950/the-coming-wave-technology-power-and-the-twenty-first-century-s-greatest-dilemma?path=1_15
Mood Machine,"Pelly, Liz",Paperback,"Rp 131,000","Rp 340,000",-61%,1,Computer & IT,http://www.periplus.com/p/9781399718851/mood-machine?path=1_15
The Classical Mythology Oracle : Includes 50 cards...,"Bruce, Marie",Paperback,"Rp 535,000",,,1,Computer & IT,http://www.periplus.com/p/9781398839526/the-classical-mythology-oracle-includes-50-cards-and-a-128-page-book?path=1_15
The Essential Book of AI : Master the Mysteries of...,"Rooney, Anne",Hardcover,"Rp 285,000",,,1,Computer & IT,http://www.periplus.com/p/9781398847699/the-essential-book-of-ai-master-the-mysteries-of-artificial-intelligence-in-12-short-chapters?path=1_15
Data Grab,"Couldry, Nick",Hardcover,"Rp 471,000","Rp 589,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780753560204/data-grab?path=1_15
Is This Ok?: One Woman's Search for Connection Online...,"Gibsone, Harriet",Hardcover,"Rp 364,000","Rp 455,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781035000999/is-this-ok-one-woman-s-search-for-connection-online?path=1_15
Confident AI: The Essential Skills for Working with...,"Pardoe, Andy",Paperback,"Rp 246,400","Rp 352,000",-30%,1,Computer & IT,http://www.periplus.com/p/9781398615724/confident-ai-the-essential-skills-for-working-with-artificial-intelligence?path=1_15
The School Premises Handbook: a guide for premises...,"Marchant, Jo, MBE",Paperback,"Rp 514,000","Rp 643,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781398388796/the-school-premises-handbook-a-guide-for-premises-staff-business-managers-headteachers-and-governors?path=1_15
50 AI Ideas You Really Need to Know,"Mansfield, Keith",Paperback,"Rp 223,000","Rp 279,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781529438727/50-ai-ideas-you-really-need-to-know?path=1_15
Janus Silang and the Creature of Tabon: Volume One...,"Samar, Edgar Calabia",Paperback,"Rp 48,300","Rp 250,000",-81%,1,Computer & IT,http://www.periplus.com/p/9780804856683/janus-silang-and-the-creature-of-tabon-volume-one-in-the-janus-silang-saga?path=1_15
The Intelligence Explosion: When AI Beats Humans at...,"Barrat, James",Hardcover,"Rp 188,300","Rp 544,000",-65%,1,Computer & IT,http://www.periplus.com/p/9781250355027/the-intelligence-explosion-when-ai-beats-humans-at-everything?path=1_15
Simply Emerging Technology: Facts Made Fast,Dk,Hardcover,"Rp 229,000",,,1,Computer & IT,http://www.periplus.com/p/9780241634745/simply-emerging-technology-facts-made-fast?path=1_15
Read Write Own: Building the Next Era of the Internet...,"Dixon, Chris",Hardcover,"Rp 320,000",,,0,Computer & IT,http://www.periplus.com/p/9780593731383/read-write-own-building-the-next-era-of-the-internet?path=1_15
The Age of AI: And Our Human Future,"Kissinger, Henry a.",Paperback,"Rp 374,000",,,1,Computer & IT,http://www.periplus.com/p/9780316273992/the-age-of-ai-and-our-human-future?path=1_15
The Super Kawaii Coloring Book: Create Your Own Colorful...,"Quirk, Abbie",Paperback,"Rp 185,000",,,1,Computer & IT,http://www.periplus.com/p/9784805318201/the-super-kawaii-coloring-book-create-your-own-colorful-world-of-cuteness?path=1_15
Mastering AI,"Kahn, Jeremy",Paperback,"Rp 385,000","Rp 482,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781668065334/mastering-ai?path=1_15
Anime & Manga Digital Coloring Guide: Choose the Colors...,"Sakurai, Teruko",Paperback,"Rp 133,000","Rp 298,000",-55%,1,Computer & IT,http://www.periplus.com/p/9784805317228/anime-and-manga-digital-coloring-guide-choose-the-colors-that-bring-your-drawings-to-life-with-over-1000-color-combinations?path=1_15
A Pocket Guide to Nike,"Sims, Josh",Hardcover,"Rp 208,600","Rp 425,000",-51%,1,Computer & IT,http://www.periplus.com/p/9781529438666/a-pocket-guide-to-nike?path=1_15
The Art and Making of Arcane,"Vincentelli, Elisabeth",Hardcover,"Rp 1,287,000",,,1,Computer & IT,http://www.periplus.com/p/9798886633351/the-art-and-making-of-arcane?path=1_15
The Unaccountability Machine: Why Big Systems Make...,-,Paperback,"Rp 259,000",,,1,Computer & IT,http://www.periplus.com/p/9781788169554/the-unaccountability-machine-why-big-systems-make-terrible-decisions-and-how-the-world-lost-its-mind?path=1_15
I Am Code,"Rich, Simon",Paperback,"Rp 401,000",,,1,Computer & IT,http://www.periplus.com/p/9781788404792/i-am-code?path=1_15
Digital Dharma: How AI Can Elevate Spiritual Intelligence...,"Chopra, Deepak",Hardcover,"Rp 365,000",,,1,Computer & IT,http://www.periplus.com/p/9780593797525/digital-dharma-how-ai-can-elevate-spiritual-intelligence-and-personal-well-being?path=1_15
Literary Theory for Robots: How Computers Learned ...,"Tenen, Dennis Yi",Hardcover,"Rp 472,000",,,1,Computer & IT,http://www.periplus.com/p/9780393882186/literary-theory-for-robots-how-computers-learned-to-write?path=1_15
"The Thinking Machine: Jensen Huang, Nvidia, and the...","Witt, Stephen",Hardcover,"Rp 644,000",,,1,Computer & IT,http://www.periplus.com/p/9780593832691/the-thinking-machine-jensen-huang-nvidia-and-the-world-s-most-coveted-microchip?path=1_15
The Teenage Guide to Digital Wellbeing: Learn Healthy...,"Goodin, Tanya",Paperback,"Rp 472,000",,,1,Computer & IT,http://www.periplus.com/p/9780008659981/the-teenage-guide-to-digital-wellbeing-learn-healthy-tech-habits-overcome-online-distractions-and-stay-safe-on-the-internet-with-this-essential-gui?path=1_15
The Art of Statistics: How to Learn from Data,"Spiegelhalter, David",Paperback,"Rp 394,000","Rp 493,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781541675704/the-art-of-statistics-how-to-learn-from-data?path=1_15
Smart Social Media: How to Grow Your Business with...,"Wise, Luan",Paperback,"Rp 377,000","Rp 472,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781399416337/smart-social-media-how-to-grow-your-business-with-social-media-marketing?path=1_15
The Black Swan: Second Edition: The Impact of the ...,"Taleb, Nassim Nicholas",Paperback,"Rp 385,000",,,1,Computer & IT,http://www.periplus.com/p/9780812973815/the-black-swan-second-edition-the-impact-of-the-highly-improbable-with-a-new-section-on-robustness-and-fragility?path=1_15
Algorithms,"Louridas, Panos",Paperback,"Rp 291,000","Rp 364,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780262539029/algorithms?path=1_15
"The Innovators: How a Group of Hackers, Geniuses, ...","Isaacson, Walter",Paperback,"Rp 377,000","Rp 472,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781476708706/the-innovators-how-a-group-of-hackers-geniuses-and-geeks-created-the-digital-revolution?path=1_15
"Godel, Escher, Bach: An Eternal Golden Braid","Hofstadter, Douglas R.",Paperback,"Rp 428,000","Rp 536,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780465026562/godel-escher-bach-an-eternal-golden-braid?path=1_15
